PLAYER	POS	TEAM	GP	MPG	FGM	FGA	FTM	FTA	3PM	PTS	TREB	AST	STL	BLK	TO	TOTAL
Alex Len	PF,C	TOR	54	14.2	2.7	4.9	1.0	1.5	0.3	6.7	4.4	0.8	0.4	0.6	0.8
T.J. McConnell	PG,SG	IND	66	16.8	2.7	5.7	0.5	0.5	0.1	6.0	2.4	4.1	0.7	0.2	1.3
Austin Rivers	PG,SG	NYK	64	23.9	3.2	7.8	1.2	1.6	1.5	9.1	2.7	1.8	0.7	0.2	0.7
Ben McLemore	SG,SF	HOU	64	20.4	3.1	7.4	0.6	0.9	2.3	9.1	2.0	0.7	0.6	0.2	0.6
Reggie Bullock	SG,SF	NYK	57	21.8	3.0	7.3	0.6	0.7	1.4	8.0	2.2	1.3	0.9	0.1	0.7
Chris Chiozza	PG	BRO	18	12.1	1.5	3.3	0.1	0.1	0.7	3.8	1.5	2.8	1.0	0.2	0.9
Naz Reid	C	MIN	58	14.5	2.9	7.0	1.1	1.5	1.0	7.8	3.6	1.1	0.5	0.6	0.6
Chuma Okeke	PF	ORL	58	20.5	2.9	6.4	0.9	1.3	0.8	7.6	3.7	0.9	0.7	0.5	1.2
De'Andre Hunter	SF,PF	ATL	68	26.1	3.7	8.9	1.4	1.9	1.4	10.3	3.3	1.5	0.7	0.2	1.4
Patrick Williams	SF	CHI	65	18.7	2.3	5.4	1.2	1.5	0.6	6.3	3.2	0.9	0.8	0.6	1.2
Drew Eubanks	PF,C	SAS	22	11.7	1.9	2.8	0.9	1.1	0.0	4.6	3.7	0.7	0.2	0.8	0.9
Ersan Ilyasova	SF,PF	MIL	60	14.7	2.2	4.9	1.1	1.4	0.8	6.2	4.5	0.8	0.4	0.3	0.5
Kyle Anderson	SF,PF	MEM	63	16.2	1.9	4.0	0.7	1.0	0.3	4.7	3.5	1.9	0.7	0.5	0.8
Bruno Caboclo	SF,PF	HOU	16	11.4	1.8	4.3	0.1	0.1	0.3	4.0	2.8	0.7	0.7	0.7	0.4
D.J. Augustin	PG	MIL	60	18.3	2.3	5.5	2.0	2.3	0.9	7.5	1.6	3.3	0.4	0.0	1.1
Landry Shamet	PG,SG	BRO	64	24.2	2.6	6.5	1.1	1.3	1.8	8.2	1.7	1.7	0.4	0.2	0.7
Torrey Craig	SG,SF	MIL	62	18.7	2.1	4.7	0.4	0.6	0.8	5.4	3.2	0.7	0.4	0.6	0.4
Aleksej Pokusevski	SF	OKL	60	17.2	2.1	5.3	0.7	0.9	0.8	5.8	4.0	1.4	0.5	0.6	1.1
Wesley Matthews	SG,SF	LAL	68	24.2	2.5	6.2	0.8	1.0	1.6	7.3	2.4	1.4	0.6	0.1	0.6
Luka Samanic	PF	SAS	10	17.2	2.0	5.3	1.1	1.5	1.1	6.2	3.7	2.2	0.0	0.8	0.8
Rondae Hollis-Jefferson	SF,PF	MIN	32	15.5	2.2	4.7	1.5	2.1	0.0	6.0	4.0	1.5	0.7	0.3	0.9
Tony Bradley	C	PHI	28	10.1	2.0	2.9	0.4	0.7	0.1	4.4	4.1	0.4	0.2	0.5	0.4
Meyers Leonard	PF,C	MIA	52	16.7	1.9	3.9	0.3	0.4	0.8	5.0	4.3	0.9	0.3	0.3	0.7
Kenrich Williams	SF,PF	NOP	35	19.4	1.4	3.8	0.5	0.9	0.8	4.1	4.4	1.4	0.7	0.5	0.6
Damion Lee	SG,SF	GSW	50	16.7	2.5	6.1	1.3	1.5	1.0	7.3	2.9	1.6	0.6	0.1	0.8
Bruce Brown	SG	BRO	42	17.2	2.2	4.8	1.0	1.3	0.4	5.7	2.6	2.4	0.7	0.3	1.1
Jalen McDaniels	PF,C	CHA	18	17.6	2.0	4.2	0.9	1.1	0.7	5.6	3.9	0.8	0.5	0.2	0.8
Shaquille Harrison	PG,SG,SF	UTA	40	10.2	1.7	3.8	0.9	1.2	0.4	4.7	1.9	1.1	0.8	0.4	0.6
Omari Spellman	PF	NYK	20	14.2	2.0	4.7	1.2	1.5	0.7	6.0	3.5	0.8	0.6	0.4	0.9
Facundo Campazzo	PG	DEN	56	17.5	2.3	5.4	1.0	1.2	1.2	6.7	2.0	3.8	0.8	0.0	1.8
Gary Clark	SF,PF	ORL	40	14.8	1.6	4.1	0.4	0.5	1.3	4.9	2.8	0.9	0.1	0.5	0.1
Jeff Green	SF,PF,C	BRO	64	17.2	2.4	5.2	1.5	1.9	1.1	7.3	2.6	0.7	0.4	0.3	0.9
Cody Martin	SG,SF	CHA	60	18.4	1.9	4.3	0.9	1.4	0.7	5.3	3.5	2.0	0.8	0.3	0.9
Carmelo Anthony	SF,PF	POR	64	18.0	3.2	7.4	1.3	1.5	0.8	8.5	3.5	0.8	0.4	0.3	0.9
Glenn Robinson III	SG,SF	SAC	32	14.5	2.4	5.0	0.6	0.7	0.7	6.1	2.2	0.9	0.4	0.1	0.5
Talen Horton-Tucker	SG,SF	LAL	50	15.8	3.0	6.5	0.5	0.9	0.9	7.4	1.4	1.3	1.1	0.3	1.3
Grant Williams	SF,PF	BOS	64	18.4	1.8	4.0	0.8	1.1	0.4	4.8	3.3	1.2	0.5	0.6	1.0
Sekou Doumbouya	SF,PF	DET	67	24.6	3.9	8.9	1.0	1.4	0.9	9.6	4.6	0.6	0.7	0.4	1.5
Trey Burke	PG	DAL	60	18.2	3.4	7.4	0.7	1.0	0.9	8.4	2.0	3.0	0.4	0.0	1.0
John Konchar	SG	MEM	20	12.1	1.4	2.9	0.1	0.2	0.4	3.2	3.0	1.5	0.5	0.3	0.5
Patrick McCaw	SG,SF	TOR	38	22.3	1.6	4.0	0.4	0.5	0.6	4.2	2.1	1.9	1.0	0.1	0.7
Markieff Morris	PF,C	LAL	48	15.2	2.8	6.3	1.0	1.3	1.2	7.9	2.8	1.1	0.4	0.1	1.1
Devin Vassell	SG	SAS	38	14.0	2.0	4.8	0.5	0.7	1.0	5.6	2.1	0.9	0.6	0.4	0.8
Garrison Mathews	SG,SF	WAS	12	11.4	1.2	2.7	1.6	1.8	1.0	5.0	1.2	0.6	0.4	0.1	0.4
Jevon Carter	PG	PHX	40	12.8	1.3	3.0	0.3	0.4	0.9	3.8	1.6	1.1	0.6	0.2	0.4
Taurean Prince	SF,PF	BRO	64	18.4	2.8	7.0	0.7	0.9	1.4	7.8	3.0	1.1	0.6	0.2	1.2
Dwight Howard	C	PHI	60	14.2	2.2	3.2	1.2	2.4	0.0	5.6	5.6	0.5	0.3	0.8	0.9
Nicolas Batum	SF,PF	CHA	50	17.4	1.1	2.7	0.3	0.4	0.6	3.1	2.8	2.3	0.5	0.3	0.9
Jakarr Sampson	SF,PF	IND	18	12.4	1.9	3.2	0.5	0.8	0.1	4.3	2.5	0.6	0.5	0.4	0.4
Tacko Fall	C	BOS	8	4.4	1.5	1.9	0.2	0.4	0.0	3.3	2.0	0.1	0.3	0.6	0.4
Reggie Jackson	PG,SG	LAC	64	20.5	3.6	9.3	1.3	1.6	1.5	9.9	1.9	3.4	0.4	0.1	1.1
Kevin Knox II	SF,PF	NYK	64	23.7	2.8	7.0	1.4	2.0	1.2	8.2	3.2	1.0	0.5	0.5	1.0
Damyean Dotson	SG	NYK	44	17.1	2.5	5.9	0.4	0.6	1.2	6.6	1.9	1.2	0.5	0.1	0.4
Cheick Diallo	PF,C	PHX	40	9.4	1.9	2.8	0.7	0.7	0.0	4.4	2.6	0.5	0.2	0.3	0.7
Robin Lopez	C	WAS	60	15.4	2.3	4.8	0.7	1.0	0.5	5.9	2.6	0.7	0.2	0.7	1.1
Denzel Valentine	SG,SF	CHI	32	10.6	2.3	5.4	0.2	0.3	1.1	5.9	1.7	1.0	0.5	0.2	0.7
Frank Kaminsky	C	SAC	48	14.7	2.6	6.0	1.2	1.7	0.8	7.3	3.4	1.4	0.3	0.2	0.7
Wes Iwundu	SG,SF	DAL	32	14.3	1.8	4.2	1.4	1.8	0.6	5.6	2.4	1.1	0.5	0.2	0.5
Thon Maker	PF,C	CLE	56	13.5	1.8	3.8	1.3	2.0	0.5	5.4	3.1	0.8	0.5	0.7	0.9
Rajon Rondo	PG	ATL	50	16.5	2.3	5.5	0.5	0.7	0.7	5.9	2.4	4.0	0.6	0.0	1.5
Patrick Patterson	PF,C	LAC	50	15.6	1.9	4.7	0.7	0.9	1.3	5.9	3.2	0.9	0.1	0.1	0.5
David Nwaba	SG,SF	HOU	40	12.7	1.6	3.5	0.8	1.3	0.5	4.6	2.0	0.4	0.5	0.5	0.4
Keita Bates-Diop	SF,PF	SAS	36	13.6	2.0	4.3	1.0	1.4	0.7	5.7	2.3	0.5	0.3	0.4	0.4
Mike Scott	PG	PHI	54	15.1	1.9	4.5	0.4	0.4	1.0	5.2	3.2	0.7	0.3	0.1	0.4
Ky Bowman	PG	LAC	44	13.5	2.0	4.5	0.5	0.6	0.5	4.9	1.7	1.9	0.6	0.1	1.0
Khem Birch	PF,C	ORL	54	18.4	1.4	2.9	1.3	2.0	0.0	4.2	4.4	1.0	0.4	0.5	0.6
Desmond Bane	PG,SG	MEM	44	16.7	2.1	5.0	0.7	0.9	1.0	6.0	2.0	1.0	0.4	0.2	0.8
Abdel Nader	SF,PF	PHX	40	12.7	2.2	4.8	0.8	1.1	0.8	6.0	1.7	0.6	0.4	0.4	0.7
Wayne Ellington	SG,SF	DET	45	14.1	1.6	4.3	0.3	0.4	1.5	5.0	1.7	1.1	0.4	0.1	0.5
Emmanuel Mudiay	PG	UTA	60	14.1	2.5	5.4	1.1	1.3	0.5	6.6	2.1	1.9	0.4	0.2	1.3
Georges Niang	SF,PF	UTA	50	12.8	2.0	4.5	0.3	0.4	1.3	5.6	1.7	0.6	0.3	0.1	0.5
Dean Wade	PG	CLE	30	8.6	1.3	3.0	0.1	0.2	0.3	3.1	2.5	0.3	0.3	0.5	0.3
Xavier Tillman	PF	MEM	30	12.1	1.5	3.1	0.7	1.0	0.1	3.9	3.1	0.9	0.3	0.5	0.7
E'Twaun Moore	PG,SG	PHX	44	13.5	2.5	6.0	0.5	0.6	0.9	6.4	1.9	1.1	0.5	0.2	0.5
Vernon Carey Jr	C	CHA	20	9.8	2.0	3.8	0.7	1.0	0.1	4.8	3.6	0.3	0.2	0.5	0.7
Isaac Bonga	SF,PF	WAS	51	14.1	1.3	2.9	0.8	1.0	0.3	3.7	2.5	0.9	0.5	0.2	0.7
Garrett Temple	PG,SG	CHI	66	18.2	2.4	6.3	0.7	0.9	1.3	6.9	2.0	0.5	0.5	0.3	0.7
Harry Giles III	PF,C	POR	26	9.7	2.1	4.0	0.6	0.8	0.0	4.7	2.8	0.9	0.3	0.3	0.7
Sterling Brown	SG,SF	HOU	58	12.1	1.8	4.0	0.5	0.7	0.7	4.7	2.9	0.8	0.5	0.1	0.7
Cole Anthony	PG	ORL	56	15.6	2.5	6.0	1.0	1.3	1.1	7.0	2.4	2.0	0.4	0.0	1.2
Timothe Luwawu-Cabarrot	SG,SF	BRO	38	12.5	1.9	4.3	1.1	1.3	1.0	5.9	1.9	0.3	0.3	0.1	0.6
Ryan Arcidiacono	PG	CHI	50	14.1	1.4	3.4	0.5	0.6	1.0	4.3	1.7	1.5	0.4	0.1	0.6
Aaron Nesmith	SG,SF	BOS	50	14.5	2.3	5.7	0.8	1.1	1.1	6.5	2.3	0.7	0.4	0.2	0.8
Mike Muscala	PF,C	OKL	40	10.4	1.4	3.3	0.3	0.4	0.9	4.1	1.9	0.7	0.2	0.3	0.3
Cameron Payne	PG,SG	PHX	34	9.1	1.6	3.6	0.3	0.4	0.8	4.3	1.6	1.2	0.4	0.1	0.6
Luke Kornet	C	CHI	30	10.9	1.6	3.7	0.4	0.6	0.8	4.4	1.6	0.6	0.2	0.5	0.4
Bismack Biyombo	C	CHA	52	14.1	2.1	3.8	1.2	2.1	0.0	5.3	4.3	0.7	0.2	0.7	0.7
Dylan Windler	SF	CLE	30	10.5	2.0	4.4	0.8	1.0	0.6	5.4	1.8	1.1	0.7	0.2	1.4
Jake Layman	SF,PF	MIN	45	14.2	2.4	5.4	0.7	1.0	0.7	6.2	1.7	0.5	0.5	0.3	0.7
Nickeil Alexander-Walker	SG,SF	NOP	60	18.2	2.3	5.5	0.6	0.8	1.0	6.1	1.8	2.0	0.4	0.2	1.1
Tyrese Maxey	SG	PHI	52	17.2	2.2	5.7	0.8	1.0	0.8	6.1	2.0	2.0	0.5	0.2	1.1
Nassir Little	SF	POR	55	12.1	1.8	4.0	0.8	1.2	0.5	4.7	2.9	0.7	0.4	0.4	0.6
Elie Okobo	PG,SG	PHX	38	12.7	1.3	3.2	1.0	1.3	0.5	4.1	1.6	2.1	0.5	0.1	0.7
Dante Exum	SG,SF	CLE	34	17.4	2.1	4.7	1.2	1.6	0.5	5.9	2.4	1.5	0.5	0.2	1.4
Kira Lewis Jr	PG	NOP	50	14.2	2.2	5.5	0.8	1.0	0.8	6.0	1.6	2.1	0.4	0.2	1.1
Johnathan Williams	PF	WAS	12	11.3	1.2	2.2	0.5	0.9	0.0	2.9	4.1	0.5	0.1	0.5	0.3
Mario Hezonja	SF,PF	POR	44	12.6	1.3	3.4	0.7	0.9	0.4	3.8	2.7	0.7	0.6	0.2	0.6
Jordan Poole	PG,SG	GSW	58	17.8	2.4	7.0	1.4	1.7	1.3	7.5	1.7	2.0	0.5	0.2	1.1
Jalen Smith	PF	PHX	40	13.5	1.6	3.5	0.7	1.0	0.5	4.3	2.8	0.4	0.2	0.4	0.7
Justin Jackson	SF,PF	OKL	65	12.6	1.9	4.6	0.6	0.7	0.6	5.0	2.0	0.8	0.2	0.2	0.3
Chandler Hutchison	SF,PF	CHI	30	12.8	2.2	4.8	1.3	2.0	0.5	6.2	3.0	0.7	0.7	0.2	1.0
Willy Hernangomez	C	NOP	32	11.9	2.2	4.1	1.1	1.7	0.2	5.6	4.0	0.8	0.3	0.2	0.8
Ed Davis	PF,C	MIN	20	10.4	0.8	1.5	0.2	0.3	0.0	1.7	3.6	0.4	0.4	0.3	0.5
DeAndre' Bembry	SF,PF	TOR	42	14.4	1.6	3.6	0.4	0.7	0.2	3.8	1.8	1.1	0.8	0.2	0.9
Edmond Sumner	PG,SG	IND	28	12.8	1.8	4.1	0.5	0.8	0.4	4.5	1.3	1.6	0.4	0.3	0.6
Saddiq Bey	SF	DET	60	13.4	1.6	3.7	0.5	0.7	0.7	4.4	2.7	0.7	0.3	0.2	0.8
Raul Neto	PG	WAS	32	10.4	1.7	3.6	0.6	0.8	0.5	4.5	1.0	1.6	0.4	0.1	0.8
PJ Dozier	PG,SG	DEN	24	13.6	2.2	5.7	0.7	1.0	0.5	5.7	2.0	2.1	0.5	0.2	1.0
Chimezie Metu	PF	SAS	20	5.4	1.3	2.3	0.6	0.8	0.0	3.2	1.9	0.6	0.2	0.3	0.6
Rodney McGruder	SG,SF	DET	50	14.2	1.2	2.9	0.3	0.4	0.4	3.1	2.5	0.7	0.5	0.1	0.4
DaQuan Jeffries	PG	SAC	18	10.1	1.4	2.9	0.4	0.5	0.4	3.5	1.3	0.5	0.3	0.1	0.2
Brandon Goodwin	PG	ATL	40	9.5	1.8	4.4	0.7	0.7	0.7	4.9	1.5	1.4	0.3	0.1	0.8
Alen Smailagic	PF	GSW	10	8.2	1.2	2.5	1.0	1.1	0.2	3.6	1.7	0.8	0.2	0.3	0.7
Solomon Hill	SG,SF	ATL	14	10.2	1.1	2.7	0.3	0.5	0.7	3.3	1.7	1.1	0.3	0.1	0.5
Tony Snell	SG,SF	ATL	36	10.2	1.2	2.6	0.2	0.2	0.7	3.2	0.8	0.9	0.2	0.1	0.2
Robert Woodard II	SG	SAC	20	13.2	1.5	3.5	0.5	0.7	0.4	3.9	2.4	0.7	0.4	0.2	0.7
Tremont Waters	PG	BOS	10	15.8	2.0	5.6	1.1	1.5	0.8	5.9	1.9	2.0	1.0	0.3	2.3
Tyler Johnson	PG,SG	BRO	14	11.7	1.5	3.8	0.6	0.7	0.6	4.2	1.2	1.2	0.3	0.2	0.6
Malachi Flynn	PG	TOR	20	12.4	1.4	3.2	0.6	0.7	0.7	4.0	1.6	1.3	0.3	0.0	0.9
Hamidou Diallo	SG,SF	OKL	40	10.4	2.1	4.6	0.7	1.1	0.2	5.1	2.7	0.6	0.6	0.1	0.8
Anzejs Pasecniks	C	WAS	20	14.1	2.0	3.7	1.1	1.8	0.0	5.1	3.5	0.6	0.3	0.4	0.8
Cristiano Felicio	C	CHI	32	11.1	0.9	1.6	0.5	0.7	0.0	2.3	3.2	0.4	0.3	0.1	0.6
Isaiah Stewart	PF,C	DET	30	12.5	1.6	3.4	0.8	1.1	0.0	4.0	3.0	0.3	0.3	0.3	0.8
Semi Ojeleye	SF,PF	BOS	48	14.4	1.2	2.9	0.4	0.5	0.7	3.5	2.0	0.4	0.2	0.1	0.3
Alfonzo McKinnie	SF,PF	LAL	40	12.1	1.5	3.5	0.5	0.7	0.3	3.8	2.4	0.3	0.6	0.2	0.9
Chris Silva	PF,C	MIA	10	7.0	1.0	1.6	0.7	1.1	0.0	2.7	2.6	0.4	0.2	0.4	0.7
Rodions Kurucs	PF,C	BRO	42	12.0	1.4	3.1	0.5	0.7	0.6	3.9	2.2	0.8	0.4	0.1	0.9
Jordan Bell	PF,C	LAL	20	14.5	2.2	5.0	1.1	1.7	0.3	5.8	3.2	0.6	0.4	0.5	1.2
Zhaire Smith	SG	DET	18	12.4	3.4	8.0	1.8	2.7	0.6	9.2	1.5	1.5	1.0	0.0	1.5
Dennis Smith Jr.	PG	NYK	58	18.7	2.5	6.6	1.0	1.8	0.8	6.7	2.7	3.4	0.9	0.2	2.0
Frank Jackson	PG	NOP	52	13.2	2.3	5.5	1.0	1.3	0.8	6.3	1.4	1.0	0.3	0.1	0.8
Theo Maledon	PG	OKL	40	15.4	2.1	5.0	0.8	1.0	0.8	5.8	1.6	2.4	0.3	0.0	1.5
Javonte Green	PG	BOS	12	8.4	1.1	2.4	0.5	0.8	0.2	3.0	1.7	0.4	0.4	0.2	0.4
Miye Oni	SG	UTA	8	8.7	1.0	2.6	0.3	0.4	0.6	2.9	1.4	0.3	0.3	0.2	0.3
Bruno Fernando	C	ATL	50	10.2	1.5	2.9	0.4	0.7	0.1	3.5	2.8	0.7	0.2	0.2	0.6
Marko Guduric	SG,SF	MEM	35	10.1	1.3	3.3	0.5	0.6	0.6	3.6	1.5	0.9	0.3	0.2	0.7


